109.042,152.761,30.8894
-66.2389,166.239,-64.4777
109.042,152.761,30.8894
-61.6966,123.5,130.85
-61.6966,123.5,130.85
-66.2389,166.239,-64.4777
109.042,152.761,30.8894
-61.6966,123.5,130.85
109.042,152.761,30.8894
95.5001,4.49993,164.438
95.5001,4.49993,164.438
-61.6966,123.5,130.85
109.042,152.761,30.8894
95.5001,4.49993,164.438
109.042,152.761,30.8894
188.111,-26.3073,-10.1307
95.5001,4.49993,164.438
188.111,-26.3073,-10.1307
109.042,152.761,30.8894
188.111,-26.3073,-10.1307
109.042,152.761,30.8894
88.1505,73.6529,-151.608
88.1505,73.6529,-151.608
188.111,-26.3073,-10.1307
109.042,152.761,30.8894
88.1505,73.6529,-151.608
109.042,152.761,30.8894
-66.2389,166.239,-64.4777
-66.2389,166.239,-64.4777
88.1505,73.6529,-151.608
-109.042,-152.761,-30.8894
-188.111,26.3073,10.1307
-109.042,-152.761,-30.8894
-88.1505,-73.6529,151.608
-188.111,26.3073,10.1307
-88.1505,-73.6529,151.608
-109.042,-152.761,-30.8894
66.2389,-166.239,64.4777
-109.042,-152.761,-30.8894
-88.1505,-73.6529,151.608
-88.1505,-73.6529,151.608
66.2389,-166.239,64.4777
-109.042,-152.761,-30.8894
66.2389,-166.239,64.4777
-109.042,-152.761,-30.8894
61.6966,-123.5,-130.85
66.2389,-166.239,64.4777
61.6966,-123.5,-130.85
-109.042,-152.761,-30.8894
61.6966,-123.5,-130.85
-109.042,-152.761,-30.8894
-95.5001,-4.49993,-164.438
61.6966,-123.5,-130.85
-95.5001,-4.49993,-164.438
-109.042,-152.761,-30.8894
-188.111,26.3073,10.1307
-109.042,-152.761,-30.8894
-95.5001,-4.49993,-164.438
-188.111,26.3073,10.1307
-95.5001,-4.49993,-164.438
-188.111,26.3073,10.1307
-66.2389,166.239,-64.4777
-188.111,26.3073,10.1307
-61.6966,123.5,130.85
-61.6966,123.5,130.85
-66.2389,166.239,-64.4777
-188.111,26.3073,10.1307
-61.6966,123.5,130.85
-188.111,26.3073,10.1307
-88.1505,-73.6529,151.608
-61.6966,123.5,130.85
-88.1505,-73.6529,151.608
-61.6966,123.5,130.85
95.5001,4.49993,164.438
-61.6966,123.5,130.85
-88.1505,-73.6529,151.608
-88.1505,-73.6529,151.608
95.5001,4.49993,164.438
95.5001,4.49993,164.438
-88.1505,-73.6529,151.608
95.5001,4.49993,164.438
66.2389,-166.239,64.4777
-88.1505,-73.6529,151.608
66.2389,-166.239,64.4777
95.5001,4.49993,164.438
66.2389,-166.239,64.4777
95.5001,4.49993,164.438
188.111,-26.3073,-10.1307
66.2389,-166.239,64.4777
188.111,-26.3073,-10.1307
66.2389,-166.239,64.4777
61.6966,-123.5,-130.85
66.2389,-166.239,64.4777
188.111,-26.3073,-10.1307
61.6966,-123.5,-130.85
188.111,-26.3073,-10.1307
61.6966,-123.5,-130.85
88.1505,73.6529,-151.608
61.6966,-123.5,-130.85
188.111,-26.3073,-10.1307
88.1505,73.6529,-151.608
188.111,-26.3073,-10.1307
61.6966,-123.5,-130.85
-95.5001,-4.49993,-164.438
61.6966,-123.5,-130.85
88.1505,73.6529,-151.608
-95.5001,-4.49993,-164.438
88.1505,73.6529,-151.608
-95.5001,-4.49993,-164.438
-66.2389,166.239,-64.4777
-95.5001,-4.49993,-164.438
88.1505,73.6529,-151.608
-66.2389,166.239,-64.4777
88.1505,73.6529,-151.608
-66.2389,166.239,-64.4777
-95.5001,-4.49993,-164.438
-66.2389,166.239,-64.4777
-188.111,26.3073,10.1307
-188.111,26.3073,10.1307
-95.5001,-4.49993,-164.438
