c: 50.0, 80.90169943749474, 0.0
c: 0.0, 50.0, -80.90169943749474
c: 50.0, 80.90169943749474, 0.0
c: -50.0, 80.90169943749474, 0.0
c: -50.0, 80.90169943749474, 0.0
c: 0.0, 50.0, -80.90169943749474
c: 50.0, 80.90169943749474, 0.0
c: -50.0, 80.90169943749474, 0.0
c: 50.0, 80.90169943749474, 0.0
c: 0.0, 50.0, 80.90169943749474
c: 0.0, 50.0, 80.90169943749474
c: -50.0, 80.90169943749474, 0.0
c: 50.0, 80.90169943749474, 0.0
c: 0.0, 50.0, 80.90169943749474
c: 50.0, 80.90169943749474, 0.0
c: 80.90169943749474, 0.0, 50.0
c: 0.0, 50.0, 80.90169943749474
c: 80.90169943749474, 0.0, 50.0
c: 50.0, 80.90169943749474, 0.0
c: 80.90169943749474, 0.0, 50.0
c: 50.0, 80.90169943749474, 0.0
c: 80.90169943749474, 0.0, -50.0
c: 80.90169943749474, 0.0, -50.0
c: 80.90169943749474, 0.0, 50.0
c: 50.0, 80.90169943749474, 0.0
c: 80.90169943749474, 0.0, -50.0
c: 50.0, 80.90169943749474, 0.0
c: 0.0, 50.0, -80.90169943749474
c: 0.0, 50.0, -80.90169943749474
c: 80.90169943749474, 0.0, -50.0
c: -50.0, -80.90169943749474, 0.0
c: -80.90169943749474, 0.0, -50.0
c: -50.0, -80.90169943749474, 0.0
c: -80.90169943749474, 0.0, 50.0
c: -80.90169943749474, 0.0, -50.0
c: -80.90169943749474, 0.0, 50.0
c: -50.0, -80.90169943749474, 0.0
c: 0.0, -50.0, 80.90169943749474
c: -50.0, -80.90169943749474, 0.0
c: -80.90169943749474, 0.0, 50.0
c: -80.90169943749474, 0.0, 50.0
c: 0.0, -50.0, 80.90169943749474
c: -50.0, -80.90169943749474, 0.0
c: 0.0, -50.0, 80.90169943749474
c: -50.0, -80.90169943749474, 0.0
c: 50.0, -80.90169943749474, 0.0
c: 0.0, -50.0, 80.90169943749474
c: 50.0, -80.90169943749474, 0.0
c: -50.0, -80.90169943749474, 0.0
c: 50.0, -80.90169943749474, 0.0
c: -50.0, -80.90169943749474, 0.0
c: 0.0, -50.0, -80.90169943749474
c: 50.0, -80.90169943749474, 0.0
c: 0.0, -50.0, -80.90169943749474
c: -50.0, -80.90169943749474, 0.0
c: -80.90169943749474, 0.0, -50.0
c: -50.0, -80.90169943749474, 0.0
c: 0.0, -50.0, -80.90169943749474
c: -80.90169943749474, 0.0, -50.0
c: 0.0, -50.0, -80.90169943749474
c: -80.90169943749474, 0.0, -50.0
c: 0.0, 50.0, -80.90169943749474
c: -80.90169943749474, 0.0, -50.0
c: -50.0, 80.90169943749474, 0.0
c: -50.0, 80.90169943749474, 0.0
c: 0.0, 50.0, -80.90169943749474
c: -80.90169943749474, 0.0, -50.0
c: -50.0, 80.90169943749474, 0.0
c: -80.90169943749474, 0.0, -50.0
c: -80.90169943749474, 0.0, 50.0
c: -50.0, 80.90169943749474, 0.0
c: -80.90169943749474, 0.0, 50.0
c: -50.0, 80.90169943749474, 0.0
c: 0.0, 50.0, 80.90169943749474
c: -50.0, 80.90169943749474, 0.0
c: -80.90169943749474, 0.0, 50.0
c: -80.90169943749474, 0.0, 50.0
c: 0.0, 50.0, 80.90169943749474
c: 0.0, 50.0, 80.90169943749474
c: -80.90169943749474, 0.0, 50.0
c: 0.0, 50.0, 80.90169943749474
c: 0.0, -50.0, 80.90169943749474
c: -80.90169943749474, 0.0, 50.0
c: 0.0, -50.0, 80.90169943749474
c: 0.0, 50.0, 80.90169943749474
c: 0.0, -50.0, 80.90169943749474
c: 0.0, 50.0, 80.90169943749474
c: 80.90169943749474, 0.0, 50.0
c: 0.0, -50.0, 80.90169943749474
c: 80.90169943749474, 0.0, 50.0
c: 0.0, -50.0, 80.90169943749474
c: 50.0, -80.90169943749474, 0.0
c: 0.0, -50.0, 80.90169943749474
c: 80.90169943749474, 0.0, 50.0
c: 50.0, -80.90169943749474, 0.0
c: 80.90169943749474, 0.0, 50.0
c: 50.0, -80.90169943749474, 0.0
c: 80.90169943749474, 0.0, -50.0
c: 50.0, -80.90169943749474, 0.0
c: 80.90169943749474, 0.0, 50.0
c: 80.90169943749474, 0.0, -50.0
c: 80.90169943749474, 0.0, 50.0
c: 50.0, -80.90169943749474, 0.0
c: 0.0, -50.0, -80.90169943749474
c: 50.0, -80.90169943749474, 0.0
c: 80.90169943749474, 0.0, -50.0
c: 0.0, -50.0, -80.90169943749474
c: 80.90169943749474, 0.0, -50.0
c: 0.0, -50.0, -80.90169943749474
c: 0.0, 50.0, -80.90169943749474
c: 0.0, -50.0, -80.90169943749474
c: 80.90169943749474, 0.0, -50.0
c: 0.0, 50.0, -80.90169943749474
c: 80.90169943749474, 0.0, -50.0
c: 0.0, 50.0, -80.90169943749474
c: 0.0, -50.0, -80.90169943749474
c: 0.0, 50.0, -80.90169943749474
c: -80.90169943749474, 0.0, -50.0
c: -80.90169943749474, 0.0, -50.0
c: 0.0, -50.0, -80.90169943749474
