100,161.803,0
0,100,0
100,161.803,0
-100,161.803,0
-100,161.803,0
0,100,0
100,161.803,0
-100,161.803,0
100,161.803,0
0,100,0
0,100,0
-100,161.803,0
100,161.803,0
0,100,0
100,161.803,0
161.803,0,0
0,100,0
161.803,0,0
100,161.803,0
161.803,0,0
100,161.803,0
161.803,0,0
161.803,0,0
161.803,0,0
100,161.803,0
161.803,0,0
100,161.803,0
0,100,0
0,100,0
161.803,0,0
-100,-161.803,0
-161.803,0,0
-100,-161.803,0
-161.803,0,0
-161.803,0,0
-161.803,0,0
-100,-161.803,0
0,-100,0
-100,-161.803,0
-161.803,0,0
-161.803,0,0
0,-100,0
-100,-161.803,0
0,-100,0
-100,-161.803,0
100,-161.803,0
0,-100,0
100,-161.803,0
-100,-161.803,0
100,-161.803,0
-100,-161.803,0
0,-100,0
100,-161.803,0
0,-100,0
-100,-161.803,0
-161.803,0,0
-100,-161.803,0
0,-100,0
-161.803,0,0
0,-100,0
-161.803,0,0
0,100,0
-161.803,0,0
-100,161.803,0
-100,161.803,0
0,100,0
-161.803,0,0
-100,161.803,0
-161.803,0,0
-161.803,0,0
-100,161.803,0
-161.803,0,0
-100,161.803,0
0,100,0
-100,161.803,0
-161.803,0,0
-161.803,0,0
0,100,0
0,100,0
-161.803,0,0
0,100,0
0,-100,0
-161.803,0,0
0,-100,0
0,100,0
0,-100,0
0,100,0
161.803,0,0
0,-100,0
161.803,0,0
0,-100,0
100,-161.803,0
0,-100,0
161.803,0,0
100,-161.803,0
161.803,0,0
100,-161.803,0
161.803,0,0
100,-161.803,0
161.803,0,0
161.803,0,0
161.803,0,0
100,-161.803,0
0,-100,0
100,-161.803,0
161.803,0,0
0,-100,0
161.803,0,0
0,-100,0
0,100,0
0,-100,0
161.803,0,0
0,100,0
161.803,0,0
0,100,0
0,-100,0
0,100,0
-161.803,0,0
-161.803,0,0
0,-100,0
